ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,OccupancyRatio,TrafficWeight,VehicleWeight,DemandRaw,NormalizedDemand,DemandPrice,CompetitivePrice,RerouteFlag
123,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,low,1,0,10-10-2016,15:30:00,2016-10-10 15:30:00,0.22357019064124783,1,2,2.117850953206239,0.116436568440276,10.931492547522208,12.431492547522208,
124,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,average,3,0,10-10-2016,15:57:00,2016-10-10 15:57:00,0.22530329289428075,2,3,4.126516464471404,0.17495780990700624,11.39966247925605,12.89966247925605,
125,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,low,2,0,10-10-2016,16:30:00,2016-10-10 16:30:00,0.1975736568457539,1,4,5.987868284228769,0.22918715704701337,11.833497256376106,13.333497256376106,
126,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,1,0,11-10-2016,08:04:00,2016-10-11 08:04:00,0.09705372616984402,2,2,-1.51473136915078,0.010603503630727651,10.08482802904582,11.58482802904582,
127,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,11-10-2016,08:30:00,2016-10-11 08:30:00,0.11091854419410745,1,3,2.554592720970537,0.1291607727971492,11.033286182377193,12.533286182377193,
128,BHMBCCMKT01,577,26.14453614,91.73617216,74,truck,low,1,0,11-10-2016,08:57:00,2016-10-11 08:57:00,0.12824956672443674,1,4,3.6412478336221836,0.16081980506603602,11.286558440528287,12.786558440528287,
129,BHMBCCMKT01,577,26.14453614,91.73617216,93,bike,low,2,0,11-10-2016,09:30:00,2016-10-11 09:30:00,0.1611785095320624,1,2,3.805892547660312,0.16561662813707947,11.324933025096636,12.824933025096636,
130,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,average,2,0,11-10-2016,09:57:00,2016-10-11 09:57:00,0.22357019064124783,2,2,1.117850953206239,0.087302179892991,10.698417439143928,12.198417439143928,
131,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,11-10-2016,10:30:00,2016-10-11 10:30:00,0.28942807625649913,2,3,4.4471403812824954,0.18429899167693298,11.474391933415465,12.974391933415465,
132,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,3,0,11-10-2016,10:57:00,2016-10-11 10:57:00,0.3466204506065858,2,3,4.7331022530329285,0.19263031595821897,11.541042527665752,13.041042527665752,
133,BHMBCCMKT01,577,26.14453614,91.73617216,219,car,average,5,0,11-10-2016,11:30:00,2016-10-11 11:30:00,0.37954939341421146,2,3,8.897746967071058,0.31396469321840254,12.51171754574722,14.01171754574722,
134,BHMBCCMKT01,577,26.14453614,91.73617216,225,car,high,7,0,11-10-2016,12:03:00,2016-10-11 12:03:00,0.389948006932409,3,3,9.949740034662046,0.3446138679986487,12.75691094398919,14.25691094398919,
135,BHMBCCMKT01,577,26.14453614,91.73617216,221,cycle,high,8,0,11-10-2016,12:30:00,2016-10-11 12:30:00,0.3830155979202773,3,1,9.915077989601386,0.3436040105100079,12.748832084080064,14.248832084080064,
136,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,11-10-2016,13:04:00,2016-10-11 13:04:00,0.37608318890814557,3,1,5.880415944540728,0.2260565988322271,11.808452790657817,13.308452790657817,
137,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,11-10-2016,13:31:00,2016-10-11 13:31:00,0.37608318890814557,3,1,5.880415944540728,0.2260565988322271,11.808452790657817,13.308452790657817,
138,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,average,4,0,11-10-2016,14:04:00,2016-10-11 14:04:00,0.36048526863084923,2,2,5.802426343154247,0.2237844194827855,11.790275355862283,13.290275355862283,
139,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,average,3,0,11-10-2016,14:30:00,2016-10-11 14:30:00,0.3310225303292894,2,3,4.655112651646447,0.19035813660877735,11.522865092870218,13.022865092870218,
140,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,low,2,0,11-10-2016,15:03:00,2016-10-11 15:03:00,0.28942807625649913,1,2,4.4471403812824954,0.18429899167693298,11.474391933415465,12.974391933415465,
141,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,low,2,0,11-10-2016,15:33:00,2016-10-11 15:33:00,0.2755632582322357,1,3,5.377816291161178,0.21141366524693653,11.691309321975492,13.191309321975492,
142,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,1,0,11-10-2016,16:01:00,2016-10-11 16:01:00,0.25996533795493937,1,2,2.299826689774697,0.12173832025563983,10.97390656204512,12.47390656204512,
143,BHMBCCMKT01,577,26.14453614,91.73617216,127,car,low,2,0,11-10-2016,16:26:00,2016-10-11 16:26:00,0.22010398613518198,1,3,5.10051993067591,0.2033348053378107,11.626678442702485,13.126678442702485,
144,BHMBCCMKT01,577,26.14453614,91.73617216,51,bike,low,1,0,12-10-2016,08:04:00,2016-10-12 08:04:00,0.08838821490467938,1,2,1.4419410745233971,0.09674434741178181,10.773954779294254,12.273954779294254,
145,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,0,12-10-2016,08:31:00,2016-10-12 08:31:00,0.09878682842287695,1,3,4.493934142114385,0.18566229928659797,11.485298394292784,12.985298394292784,
146,BHMBCCMKT01,577,26.14453614,91.73617216,64,bike,low,1,0,12-10-2016,09:03:00,2016-10-12 09:03:00,0.11091854419410745,1,2,1.554592720970537,0.10002638424986415,10.800211073998913,12.300211073998913,
147,BHMBCCMKT01,577,26.14453614,91.73617216,73,car,low,1,0,12-10-2016,09:26:00,2016-10-12 09:26:00,0.1265164644714038,1,3,2.632582322357019,0.13143295214659084,11.051463617172727,12.551463617172727,
148,BHMBCCMKT01,577,26.14453614,91.73617216,99,car,average,3,0,12-10-2016,10:01:00,2016-10-12 10:01:00,0.17157712305025996,2,3,3.8578856152513,0.1671314143700406,11.337051314960325,12.837051314960325,
149,BHMBCCMKT01,577,26.14453614,91.73617216,112,bike,average,3,0,12-10-2016,10:31:00,2016-10-12 10:31:00,0.19410745233968804,2,2,2.97053726169844,0.14127906266083792,11.130232501286702,12.630232501286702,
150,BHMBCCMKT01,577,26.14453614,91.73617216,127,bike,average,4,0,12-10-2016,11:04:00,2016-10-12 11:04:00,0.22010398613518198,2,2,5.10051993067591,0.2033348053378107,11.626678442702485,13.126678442702485,
151,BHMBCCMKT01,577,26.14453614,91.73617216,128,car,average,4,0,12-10-2016,11:31:00,2016-10-12 11:31:00,0.2218370883882149,2,3,6.109185441941074,0.2327216582572559,11.861773266058046,13.361773266058046,
152,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,high,6,0,12-10-2016,12:04:00,2016-10-12 12:04:00,0.24783362218370883,3,3,7.239168110918545,0.26564301238694366,12.125144099095548,13.625144099095548,
153,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,average,5,0,12-10-2016,12:31:00,2016-10-12 12:31:00,0.2738301559792028,2,3,8.369150779896014,0.29856436651663143,12.388514932133052,13.888514932133052,
154,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,high,6,0,12-10-2016,13:04:00,2016-10-12 13:04:00,0.2720970537261698,3,2,6.36048526863085,0.24004312504990122,11.92034500039921,13.42034500039921,
155,BHMBCCMKT01,577,26.14453614,91.73617216,164,car,high,6,0,12-10-2016,13:34:00,2016-10-12 13:34:00,0.28422876949740034,3,3,7.421143847487002,0.2709447642023075,12.16755811361846,13.66755811361846,
156,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,high,5,0,12-10-2016,14:03:00,2016-10-12 14:03:00,0.28942807625649913,3,2,4.447140381282496,0.184298991676933,11.474391933415465,12.974391933415465,
157,BHMBCCMKT01,577,26.14453614,91.73617216,159,bike,average,4,0,12-10-2016,14:34:00,2016-10-12 14:34:00,0.2755632582322357,2,2,5.377816291161178,0.21141366524693653,11.691309321975492,13.191309321975492,
158,BHMBCCMKT01,577,26.14453614,91.73617216,140,car,low,2,0,12-10-2016,15:01:00,2016-10-12 15:01:00,0.24263431542461006,1,3,5.213171577123051,0.2066168421758931,11.652934737407145,13.152934737407145,
159,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,low,2,0,12-10-2016,15:30:00,2016-10-12 15:30:00,0.2218370883882149,1,4,6.109185441941074,0.2327216582572559,11.861773266058046,13.361773266058046,
160,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,12-10-2016,15:57:00,2016-10-12 15:57:00,0.2097053726169844,1,3,5.048526863084922,0.20182001910484962,11.614560152838799,13.114560152838799,
161,BHMBCCMKT01,577,26.14453614,91.73617216,111,cycle,average,2,0,12-10-2016,16:31:00,2016-10-12 16:31:00,0.1923743500866551,2,1,-0.038128249566725,0.05362343264682268,10.428987461174582,11.928987461174582,
162,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,13-10-2016,07:57:00,2016-10-13 07:57:00,0.10051993067590988,1,3,4.50259965337955,0.18591476365875814,11.487318109270067,11.487318109270067,
163,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,13-10-2016,08:31:00,2016-10-13 08:31:00,0.11265164644714037,1,3,2.563258232235702,0.1294132371693094,11.035305897354474,12.535305897354474,
164,BHMBCCMKT01,577,26.14453614,91.73617216,76,car,low,2,0,13-10-2016,09:04:00,2016-10-13 09:04:00,0.1317157712305026,1,3,4.658578856152513,0.19045912235764142,11.52367297886113,13.02367297886113,
165,BHMBCCMKT01,577,26.14453614,91.73617216,97,cycle,low,2,0,13-10-2016,09:31:00,2016-10-13 09:31:00,0.1681109185441941,1,1,2.84055459272097,0.13749209707843518,11.099936776627482,12.599936776627482,
166,BHMBCCMKT01,577,26.14453614,91.73617216,127,bike,low,2,0,13-10-2016,09:57:00,2016-10-13 09:57:00,0.22010398613518198,1,2,4.10051993067591,0.1742004167905257,11.393603334324204,12.893603334324204,
167,BHMBCCMKT01,577,26.14453614,91.73617216,166,car,average,4,0,13-10-2016,10:31:00,2016-10-13 10:31:00,0.2876949740034662,2,3,6.43847487001733,0.24231530439934282,11.938522435194743,13.438522435194743,
168,BHMBCCMKT01,577,26.14453614,91.73617216,200,truck,average,4,0,13-10-2016,11:04:00,2016-10-13 11:04:00,0.3466204506065858,2,4,7.7331022530329285,0.280033481600074,12.240267852800592,13.740267852800592,
169,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,average,4,0,13-10-2016,11:31:00,2016-10-13 11:31:00,0.38128249566724437,2,3,6.906412478336222,0.25594838049599267,12.047587043967942,13.547587043967942,
170,BHMBCCMKT01,577,26.14453614,91.73617216,230,car,average,4,0,13-10-2016,11:57:00,2016-10-13 11:57:00,0.3986135181975737,2,3,6.993067590987868,0.2584730242175945,12.067784193740756,13.567784193740756,
171,BHMBCCMKT01,577,26.14453614,91.73617216,231,cycle,high,7,0,13-10-2016,12:31:00,2016-10-13 12:31:00,0.4003466204506066,3,1,8.001733102253034,0.2878598771370397,12.302879017096318,13.802879017096318,
172,BHMBCCMKT01,577,26.14453614,91.73617216,214,car,high,6,0,13-10-2016,13:04:00,2016-10-13 13:04:00,0.3708838821490468,3,3,7.854419410745233,0.2835679828103166,12.268543862482533,13.768543862482533,
173,BHMBCCMKT01,577,26.14453614,91.73617216,203,cycle,high,6,0,13-10-2016,13:31:00,2016-10-13 13:31:00,0.35181975736568455,3,1,5.759098786828423,0.22252209762198455,11.780176780975877,13.280176780975877,
174,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,average,5,0,13-10-2016,13:57:00,2016-10-13 13:57:00,0.35528596187175043,2,3,8.776429809358753,0.31043019200816,12.48344153606528,13.98344153606528,
175,BHMBCCMKT01,577,26.14453614,91.73617216,181,truck,average,4,0,13-10-2016,14:31:00,2016-10-13 14:31:00,0.31369150779896016,2,4,7.568457538994801,0.27523665852903056,12.201893268232244,13.701893268232244,
176,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,low,2,0,13-10-2016,15:04:00,2016-10-13 15:04:00,0.2807625649913345,1,3,5.403812824956672,0.21217105836341707,11.697368466907337,13.197368466907337,
177,BHMBCCMKT01,577,26.14453614,91.73617216,144,cycle,low,2,0,13-10-2016,15:31:00,2016-10-13 15:31:00,0.24956672443674177,1,1,3.247833622183709,0.14935792256996377,11.19486338055971,12.69486338055971,
178,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,13-10-2016,16:04:00,2016-10-13 16:04:00,0.22876949740034663,1,3,5.143847487001733,0.20459712719861162,11.636777017588892,13.136777017588892,
179,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,low,2,0,13-10-2016,16:31:00,2016-10-13 16:31:00,0.22530329289428075,1,3,5.126516464471404,0.20409219845429127,11.63273758763433,13.13273758763433,
180,BHMBCCMKT01,577,26.14453614,91.73617216,53,car,low,1,0,14-10-2016,08:01:00,2016-10-14 08:01:00,0.09185441941074524,1,3,2.4592720970537263,0.1263836647033872,11.011069317627097,12.511069317627097,
181,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,1,0,14-10-2016,08:27:00,2016-10-14 08:27:00,0.09878682842287695,1,3,2.4939341421143846,0.1273935221920279,11.019148177536223,12.519148177536223,
182,BHMBCCMKT01,577,26.14453614,91.73617216,67,car,average,2,0,14-10-2016,09:01:00,2016-10-14 09:01:00,0.11611785095320624,2,3,1.5805892547660312,0.10078377736634472,10.806270218930758,12.306270218930758,
183,BHMBCCMKT01,577,26.14453614,91.73617216,100,car,low,2,0,14-10-2016,09:27:00,2016-10-14 09:27:00,0.1733102253032929,1,3,4.866551126516464,0.1965182672894858,11.572146138315887,13.072146138315887,
184,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,2,0,14-10-2016,10:01:00,2016-10-14 10:01:00,0.2322357019064125,1,3,5.161178509532062,0.205102055942932,11.640816447543456,13.140816447543456,
185,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,low,3,0,14-10-2016,10:27:00,2016-10-14 10:27:00,0.2720970537261698,1,3,7.360485268630849,0.26917751359718617,12.15342010877749,13.65342010877749,
186,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,average,5,0,14-10-2016,11:01:00,2016-10-14 11:01:00,0.35528596187175043,2,3,8.776429809358753,0.31043019200816,12.48344153606528,13.98344153606528,
187,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,average,5,0,14-10-2016,11:27:00,2016-10-14 11:27:00,0.38128249566724437,2,3,8.906412478336222,0.31421715759056273,12.513737260724502,14.013737260724502,
188,BHMBCCMKT01,577,26.14453614,91.73617216,224,car,high,7,0,14-10-2016,12:01:00,2016-10-14 12:01:00,0.3882149046793761,3,3,9.94107452339688,0.3443614036264884,12.754891229011909,14.254891229011909,
189,BHMBCCMKT01,577,26.14453614,91.73617216,213,bike,average,5,0,14-10-2016,12:27:00,2016-10-14 12:27:00,0.36915077989601386,2,2,7.845753899480069,0.2833155184381564,12.266524147505251,13.766524147505251,
190,BHMBCCMKT01,577,26.14453614,91.73617216,205,truck,high,6,0,14-10-2016,13:01:00,2016-10-14 13:01:00,0.35528596187175043,3,4,8.776429809358753,0.31043019200816,12.48344153606528,13.98344153606528,
191,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,14-10-2016,13:27:00,2016-10-14 13:27:00,0.3483535528596187,3,3,9.741767764298093,0.33855472306680423,12.708437784534434,14.208437784534434,
192,BHMBCCMKT01,577,26.14453614,91.73617216,182,bike,average,4,0,14-10-2016,14:01:00,2016-10-14 14:01:00,0.31542461005199307,2,2,5.577123050259965,0.21722034580662072,11.737762766452967,13.237762766452967,
193,BHMBCCMKT01,577,26.14453614,91.73617216,174,bike,average,3,0,14-10-2016,14:34:00,2016-10-14 14:34:00,0.30155979202772965,2,2,3.507798960138649,0.15693185373476926,11.255454829878154,12.755454829878154,
194,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,low,2,0,14-10-2016,15:01:00,2016-10-14 15:01:00,0.29636048526863085,1,3,5.481802426343155,0.21444323771285873,11.715545901702871,13.215545901702871,
195,BHMBCCMKT01,577,26.14453614,91.73617216,161,bike,low,2,0,14-10-2016,15:27:00,2016-10-14 15:27:00,0.27902946273830154,1,2,4.395147313691508,0.1827842054439719,11.462273643551775,12.962273643551775,
196,BHMBCCMKT01,577,26.14453614,91.73617216,138,car,low,1,0,14-10-2016,16:01:00,2016-10-14 16:01:00,0.2391681109185442,1,3,3.195840554592721,0.14784313633700266,11.18274509069602,12.68274509069602,
197,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,2,0,14-10-2016,16:34:00,2016-10-14 16:34:00,0.2322357019064125,1,3,5.161178509532062,0.205102055942932,11.640816447543456,13.140816447543456,
198,BHMBCCMKT01,577,26.14453614,91.73617216,53,bike,low,1,0,15-10-2016,08:01:00,2016-10-15 08:01:00,0.09185441941074524,1,2,1.4592720970537263,0.09724927615610217,10.777994209248817,12.277994209248817,
199,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,15-10-2016,08:34:00,2016-10-15 08:34:00,0.10918544194107452,1,3,2.5459272097053725,0.12890830842498902,11.031266467399911,12.531266467399911,
200,BHMBCCMKT01,577,26.14453614,91.73617216,77,car,low,2,0,15-10-2016,09:01:00,2016-10-15 09:01:00,0.13344887348353554,1,3,4.667244367417678,0.1907115867298016,11.525692693838412,11.525692693838412,
201,BHMBCCMKT01,577,26.14453614,91.73617216,101,car,low,2,0,15-10-2016,09:27:00,2016-10-15 09:27:00,0.17504332755632582,1,3,4.875216637781629,0.196770731661646,11.574165853293168,13.074165853293168,
202,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,low,3,0,15-10-2016,10:01:00,2016-10-15 10:01:00,0.2668977469670711,1,3,7.334488734835356,0.2684201204807057,12.147360963845646,13.647360963845646,
203,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,low,3,0,15-10-2016,10:27:00,2016-10-15 10:27:00,0.29636048526863085,1,3,7.481802426343155,0.27271201480742874,12.181696118459431,12.181696118459431,
204,BHMBCCMKT01,577,26.14453614,91.73617216,211,car,average,4,0,15-10-2016,11:01:00,2016-10-15 11:01:00,0.36568457538994803,2,3,6.828422876949741,0.25367620114655104,12.029409609172408,13.529409609172408,
205,BHMBCCMKT01,577,26.14453614,91.73617216,239,car,average,4,0,15-10-2016,11:27:00,2016-10-15 11:27:00,0.41421143847487,2,3,7.071057192374351,0.2607452035670361,12.085961628536289,13.585961628536289,
206,BHMBCCMKT01,577,26.14453614,91.73617216,276,car,high,8,0,15-10-2016,12:01:00,2016-10-15 12:01:00,0.4783362218370884,3,3,12.391681109185441,0.415758328073388,13.326066624587103,13.326066624587103,
207,BHMBCCMKT01,577,26.14453614,91.73617216,297,car,high,8,0,15-10-2016,12:27:00,2016-10-15 12:27:00,0.5147313691507799,3,3,12.573656845753899,0.42106007988875177,13.368480639110015,13.368480639110015,
208,BHMBCCMKT01,577,26.14453614,91.73617216,332,car,high,7,0,15-10-2016,13:01:00,2016-10-15 13:01:00,0.5753899480069324,3,3,10.87694974003466,0.3716275558197881,12.973020446558305,14.473020446558305,
209,BHMBCCMKT01,577,26.14453614,91.73617216,352,car,high,8,0,15-10-2016,13:34:00,2016-10-15 13:34:00,0.610051993067591,3,3,13.050259965337954,0.4349456203575618,13.479564962860495,13.479564962860495,
210,BHMBCCMKT01,577,26.14453614,91.73617216,391,car,high,6,0,15-10-2016,14:01:00,2016-10-15 14:01:00,0.6776429809358753,3,3,9.388214904679376,0.3282541766826689,12.62603341346135,12.62603341346135,
211,BHMBCCMKT01,577,26.14453614,91.73617216,409,car,average,4,0,15-10-2016,14:27:00,2016-10-15 14:27:00,0.708838821490468,2,3,8.54419410745234,0.30366414683426707,12.429313174674137,12.429313174674137,
212,BHMBCCMKT01,577,26.14453614,91.73617216,442,car,low,3,0,15-10-2016,15:01:00,2016-10-15 15:01:00,0.7660311958405546,1,3,9.830155979202772,0.3411298596628381,12.729038877302706,12.729038877302706,
213,BHMBCCMKT01,577,26.14453614,91.73617216,428,bike,low,3,0,15-10-2016,15:27:00,2016-10-15 15:27:00,0.7417677642980935,1,2,8.708838821490467,0.3084609699053105,12.467687759242486,12.467687759242486,
214,BHMBCCMKT01,577,26.14453614,91.73617216,412,car,low,2,0,15-10-2016,16:01:00,2016-10-15 16:01:00,0.7140381282495667,1,3,7.570190641247834,0.2752871514034626,12.202297211227702,12.202297211227702,
215,BHMBCCMKT01,577,26.14453614,91.73617216,393,bike,low,2,0,15-10-2016,16:27:00,2016-10-15 16:27:00,0.6811091854419411,1,2,6.4055459272097055,0.24135593978513414,11.930847518281073,13.430847518281073,
216,BHMBCCMKT01,577,26.14453614,91.73617216,48,car,low,2,1,16-10-2016,08:04:00,2016-10-16 08:04:00,0.0831889081455806,1,3,8.415944540727903,0.2999276741262964,12.399421393010371,13.899421393010371,
217,BHMBCCMKT01,577,26.14453614,91.73617216,48,bike,low,2,1,16-10-2016,08:27:00,2016-10-16 08:27:00,0.0831889081455806,1,2,7.415944540727903,0.2707932855790114,12.166346284632091,13.666346284632091,
218,BHMBCCMKT01,577,26.14453614,91.73617216,55,car,low,2,1,16-10-2016,09:01:00,2016-10-16 09:01:00,0.09532062391681109,1,3,8.476603119584055,0.3016949247314177,12.41355939785134,13.91355939785134,
219,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,1,16-10-2016,09:27:00,2016-10-16 09:27:00,0.09878682842287695,1,3,8.493934142114384,0.302199853475738,12.417598827805904,13.917598827805904,
220,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,4,1,16-10-2016,10:04:00,2016-10-16 10:04:00,0.09878682842287695,1,3,12.493934142114385,0.41873740766487816,13.349899261319024,14.849899261319024,
221,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,3,1,16-10-2016,10:34:00,2016-10-16 10:34:00,0.09705372616984402,2,2,6.4852686308492205,0.24367861200900784,11.949428896072064,13.449428896072064,
222,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,5,1,16-10-2016,11:01:00,2016-10-16 11:01:00,0.09705372616984402,2,2,10.48526863084922,0.3602161661981479,12.881729329585184,14.381729329585184,
